section,group,row,label,year_start,year_end,continues_left,continues_right,uncertain,is_layout,color,note,link
Central Asia,Tajikistan,443,Hephthalite Empire,440,710,False,False,False,False,#B3B1A9,"The Hephthalites sometimes called the White Huns (also known as the White Hunas, in Iranian as the Spet Xyon and in Sanskrit as the Sveta-huna), were a people who lived in Central Asia during the 5th to 8th centuries AD, part of the larger group of the Iranian Huns. They formed an empire, the Imperial Hephthalites, and were militarily important from 450 AD, when they defeated the Kidarites, to 560 AD, when combined forces from the First Turkic Khaganate and the Sasanian Empire defeated them. After 560 AD, they established ""principalities"" in the area of Tokharistan, under the suzerainty of the Western Turks (in the areas north of the Oxus) and of the Sasanian Empire (in the areas south of the Oxus), before the Tokhara Yabghus took over in 625.",
Central Asia,Tajikistan,443,Tahirid Dynasty,822,872,False,False,False,False,#B3B1A9,,
Central Asia,Tajikistan,443,Ghaznavid Empire,976,1186,False,False,False,False,#B3B1A9,"The Ghaznavid dynasty or the Ghaznavid Empire was a Persianate Muslim dynasty and empire of Turkic mamluk origin, ruling at its greatest extent, large parts of Iran, Khorasan, and the northwest Indian subcontinent from 977 to 1186. The dynasty was founded by Sabuktigin upon his succession to the rule of Ghazna after the death of his father-in-law, Alp Tigin, who was an ex-general of the Samanid Empire from Balkh.",
Central Asia,Tajikistan,443,Mongol invasion of Central Asia,1208,1236,False,False,False,False,#B3B1A9,,
Central Asia,Tajikistan,443,Uzbek Khanate,1478,1522,False,False,False,False,#B3B1A9,,
Central Asia,Tajikistan,443,Emirate of Bukhara,1784,1920,False,False,False,False,#B3B1A9,,
Central Asia,Turkmenistan,445,Sogdia (6th century BC to 11th century AD),-550,-500,False,False,False,False,#B3B1A9,"Sogdia or Sogdiana was an ancient Iranian civilization between the Amu Darya and the Syr Darya, and in present-day Uzbekistan, Turkmenistan, Tajikistan, Kazakhstan, and Kyrgyzstan. Sogdiana was also a province of the Achaemenid Empire, and listed on the Behistun Inscription of Darius the Great. Sogdiana was first conquered by Cyrus the Great, the founder of the Achaemenid Empire, and then was annexed by the Macedonian ruler Alexander the Great in 328 BC. It would continue to change hands under the Seleucid Empire, the Greco-Bactrian Kingdom, the Kushan Empire, the Sasanian Empire, the Hephthalite Empire, the Western Turkic Khaganate and the Muslim conquest of Transoxiana. The Sogdian city-states, although never politically united, were centered on the city of Samarkand. Sogdian, an Eastern Iranian language, is no longer spoken, but a descendant of one of its dialects, Yaghnobi, is still spoken by the Yaghnobis of Tajikistan.",
Central Asia,Turkmenistan,445,Saffarid dynasty,862,1002,False,False,False,False,#B3B1A9,,
Central Asia,Turkmenistan,445,Seljuk Empire,1038,1194,False,False,False,False,#B3B1A9,,
Central Asia,Turkmenistan,445,Safavid Empire,1502,1736,False,False,False,False,#B3B1A9,,
Central Asia,Turkmenistan,445,Khorezm People's Soviet Republic,1920,1922,False,False,False,False,#B3B1A9,,
Central Asia,Uzbekistan,447,Kidarite Kingdom,320,466,False,False,False,False,#B3B1A9,"The Kidarites, or Kidara Huns, were a dynasty that ruled Bactria and adjoining parts of Central Asia and South Asia in the 4th and 5th centuries. The Kidarites belonged to a complex of peoples known collectively in India as the Huna, and in Europe as the Chionites (from the Iranian names Xwn/Xyon), and may even be considered as identical to the Chionites. The 5th century Byzantine historian Priscus called them Kidarite Huns, or ""Huns who are Kidarites"". The Huna/Xionite tribes are often linked, albeit controversially, to the Huns who invaded Eastern Europe during a similar period. They are entirely different from the Hephthalites, who replaced them about a century later.",
Central Asia,Uzbekistan,447,Umayyad period,662,750,False,False,False,False,#B97135,,
Central Asia,Uzbekistan,447,Abbasid period,750,1186,False,False,False,False,#FAC090,,
Central Asia,Uzbekistan,447,Mongol Empire,1208,1242,False,False,False,False,#B3B1A9,,
Central Asia,Uzbekistan,447,Shaybanids,1428,1598,False,False,False,False,#B3B1A9,,
Central Asia,Uzbekistan,447,Afsharid Empire,1736,1796,False,False,False,False,#B3B1A9,,
Central Asia,Uzbekistan,447,Khorezm Socialist Soviet Republic,1922,1924,False,False,False,False,#B3B1A9,,
Central Asia,Uzbekistan,449,Turkestan Autonomy,1918,1920,False,False,False,False,#B3B1A9,,
Central Asia,Kazakhstan,451,Scythians (9th – 3rd centuries BC),-830,-240,False,False,False,False,#4BACC6,,https://www.worldhistory.org/Scythians/
Central Asia,Kazakhstan,451,Rouran Khaganate,330,554,False,False,False,False,#4BACC6,,
Central Asia,Kazakhstan,451,Karluk,664,744,False,False,False,False,#4BACC6,"The Karluks (also Qarluqs, Qarluks, Karluqs) were a prominent nomadic Turkic tribal confederacy residing in the regions of Kara-Irtysh (Black Irtysh) and the Tarbagatai Mountains west of the Altay Mountains in Central Asia. Karluks gave their name to the distinct Karluk group of the Turkic languages, which also includes the Uzbek, Uyghur and Ili Turki languages. Karluks were known as a coherent ethnic group with autonomous status within the Göktürk khaganate and the independent states of the Karluk yabghu, Karakhanids and Qarlughids before being absorbed in the Chagatai Khanate of the Mongol Empire.",
Central Asia,Kazakhstan,451,Kimek confederation,880,1036,False,False,False,False,#4BACC6,"The Kimek–Kipchak confederation was a medieval Turkic state formed by seven peoples, including the Yemeks and Kipchaks, in the area between the Ob and Irtysh rivers. These tribes originated in the steppes of eastern Central Asia. The bulk of these migrated to present-day Kazakhstan after the destruction of the Uyghur Khaganate in 840. The Kimek state was formed at the end of the 9th and beginning of the 10th century composed out of tribal domains, ruled by a khagan who was the supreme among subject leaders.",
Central Asia,Kazakhstan,451,Kazakh Khanate,1466,1848,False,False,False,False,#4BACC6,,
Central Asia,Kazakhstan,451,Governor-Generalship of the Steppes,1882,1918,False,False,False,False,#A5B6CB,,
Central Asia,Kazakhstan,451,Kirghiz ASSR,1920,1924,False,False,False,False,#A5B6CB,,
Central Asia,Kazakhstan,451,Kazakh SSR,1936,1992,False,False,False,False,#A5B6CB,,
Central Asia,Kazakhstan,451,Republic of Kazakhstan (1991 – present),1992,2024,False,False,False,False,#4BACC6,,
Central Asia,Kazakhstan,453,Saka (9th century BC to 5th century AD),-830,412,False,False,False,False,#4BACC6,"The Saka, Shaka or Sacae were a group of nomadic Eastern Iranian peoples who historically inhabited the northern and eastern Eurasian Steppe and the Tarim Basin. The Sakas were closely related to the Scythians, and both groups formed part of the wider Scythian cultures, through which they ultimately derived from the earlier Andronovo, Sintashta and Srubnaya cultures, with secondary influence from the BMAC, and since the Iron Age, also East Asian genetic influx, with the Saka language forming part of the Scythian phylum, one of the Eastern Iranian languages. However, the Sakas of the Asian steppes are to be distinguished from the Scythians of the Pontic Steppe; and although the ancient Persians, ancient Greeks, and ancient Babylonians respectively used the names ""Saka,"" ""Scythian,"" and ""Cimmerian"" for all the steppe nomads, the name ""Saka"" is used specifically for the ancient nomads of the eastern steppe, while ""Scythian"" is used for the related group of nomads living in the western steppe.",
Central Asia,Kazakhstan,453,Kazakh ASSR,1924,1936,False,False,False,False,#A5B6CB,,
Central Asia,Kazakhstan,455,Kangju Kingdom (1st century BC? - 5th century AD),-66,434,False,False,False,False,#4BACC6,"Kangju was the Chinese name of a kingdom in Central Asia during the first half of the first millennium AD. The name Kangju is now generally regarded as a variant or mutated form of the name Sogdiana. According to contemporaneous Chinese sources, Kangju was the second most powerful state in Transoxiana, after the Yuezhi. Its people, known in Chinese as the Kāng, were evidently of Indo-European origins, spoke an Eastern Iranian language, and had a semi-nomadic way of life. The Sogdians may have been the same people as those of Kangju and closely related the Sakas, or other Iranian groups such as the Asii.",
Central Asia,Kazakhstan,455,Alash Autonomy,1916,1920,False,False,False,False,#4BACC6,,
Central Asia,Kyrgyzstan,457,Huns,370,468,False,False,False,False,#4BACC6,,
Central Asia,Kyrgyzstan,459,Kyrgyz Khaganate (AD 539 – AD 1207),538,1208,False,False,False,False,#F79646,,
Central Asia,Kyrgyzstan,459,Khanate of Kokand,1708,1876,False,False,False,False,#F79646,,
Central Asia,Kyrgyzstan,459,Russian SFSR,1916,1924,False,False,False,False,#A5B6CB,,
Central Asia,Kyrgyzstan,459,Kirghiz SSR,1936,1990,False,False,False,False,#A5B6CB,,
Central Asia,Kyrgyzstan,459,Kyrgyzstan (Kyrgyz Republic) (1991 – present),1992,2024,False,False,False,False,#F79646,,
Central Asia,Kyrgyzstan,461,Uyghur Khaganate,744,840,False,False,False,False,#F79646,,
Central Asia,Kyrgyzstan,461,Kara-Kirghiz Autonomous Oblast,1924,1926,False,False,False,False,#A5B6CB,,
Central Asia,Kyrgyzstan,461,Socialist Republic of Kyrgyzstan,1990,1992,False,False,False,False,#A5B6CB,,
Central Asia,Tajikistan,463,Kirghiz ASSR,1926,1936,False,False,False,False,#A5B6CB,,
Central Asia,Tajikistan,463,Republic of Kyrgyzstan,1990,1992,False,False,False,False,#A5B6CB,,
Central Asia,Tajikistan,465,Qarakhanids,998,1212,False,False,False,False,#D99694,,
Central Asia,Tajikistan,465,Turkic rule,1506,1550,False,False,False,False,#D99694,,
Central Asia,Tajikistan,465,Basmachi Revolt,1916,1934,False,False,False,False,#E6B9B8,,
Central Asia,Tajikistan,467,Tajikistan ASSR,1924,1928,False,False,False,False,#A5B6CB,,
Central Asia,Turkmenistan,469,Tajikistan SSR,1928,1992,False,False,False,False,#A5B6CB,,
Central Asia,Turkmenistan,469,Republic of Tajikistan (1991 – present),1992,2024,False,False,False,False,#D99694,,
Central Asia,Turkmenistan,471,Oxus Civilization (c. 2400–1950 BC / c. 2250–1700 BC - alternative dating),-2400,-1700,False,False,False,False,#748C43,,
Central Asia,Turkmenistan,471,Massagetae (c. 8th century BC – c. 3rd century BC),-746,-266,False,False,False,False,#748C43,"The Massagetae or Massageteans, also known as Sakā tigraxaudā or Orthocorybantians, were an ancient Eastern Iranian Saka people who inhabited the steppes of Central Asia and were part of the wider Scythian cultures. The Massagetae rose to power in the 8th to 7th centuries BC, when they started a series of events with wide-reaching consequences by expelling the Scythians out of Central Asia and into the Caucasian and Pontic Steppes. The Massagetae are most famous for their queen Tomyris's alleged defeating and killing of Cyrus, the founder of the Persian Achaemenid Empire. The Massagetae declined after the 3rd century BC, after which they merged with some other tribes to form the Alans, a people who belonged to the larger Sarmatian tribal confederation, and who moved westwards into the Caucasian and European steppes, where they participated in the events of the Migration Period.",
Central Asia,Turkmenistan,471,Parthian dynasty,-248,224,False,False,False,False,#748C43,,
Central Asia,Turkmenistan,471,Kart dynasty,1244,1382,False,False,False,False,#748C43,"The Kart dynasty, also known as the Kartids, was a Sunni Muslim dynasty of Tajik origin closely related to the Ghurids, that ruled over a large part of Khorasan during the 13th and 14th centuries. Ruling from their capital at Herat and central Khorasan in the Bamyan, they were at first subordinates of Sultan Abul-Fateh Ghiyāṣ-ud-din Muhammad bin Sām, Sultan of the Ghurid Empire, to whom they were related, and then as vassal princes within the Mongol Empire. Upon the fragmentation of the Ilkhanate in 1335, Mu'izz-uddin Husayn ibn Ghiyath-uddin worked to expand his principality. The death of Husayn b. Ghiyath-uddin in 1370 and the invasion of Timur in 1381, ended the Kart dynasty's ambitions.",
Central Asia,Turkmenistan,471,Turkestan Autonomous Soviet Socialist Republic,1918,1924,False,False,False,False,#A5B6CB,,
Central Asia,Turkmenistan,473,Median Empire,-678,-550,False,False,False,False,#748C43,,https://www.worldhistory.org/Medes/
Central Asia,Turkmenistan,473,Ilkhanate,1256,1334,False,False,False,False,#748C43,,
Central Asia,Turkmenistan,473,Turkmen SSR,1924,1992,False,False,False,False,#A5B6CB,,
Central Asia,Turkmenistan,473,Turkmenistan (1991 – present),1992,2024,False,False,False,False,#748C43,,
Central Asia,Uzbekistan,475,Oxus Civilization (c. 2400–1950 BC / c. 2250–1700 BC - alternative dating),-2400,-1700,False,False,False,False,#92D050,,
Central Asia,Uzbekistan,475,Türgesh Khaganate,698,700,False,False,False,False,#92D050,,
Central Asia,Uzbekistan,475,Bukharan People's Soviet Republic,1920,1924,False,False,False,False,#A5B6CB,,
Central Asia,Uzbekistan,477,Bukharan SSR,1924,1926,False,False,False,False,#A5B6CB,,
Central Asia,Uzbekistan,479,The Oxus Civilization is also known as the Bactria–Margiana Archaeological Complex (BMAC),-2400,-2398,False,False,False,False,#92D050,,
Central Asia,Uzbekistan,479,Uzbek SSR,1926,1992,False,False,False,False,#A5B6CB,,
Central Asia,Uzbekistan,479,Republic of Uzbekistan (1991 – present),1992,2024,False,False,False,False,#92D050,,
South Asia,Afghanistan,487,Ancient Afghanistan,-3396,-3374,False,False,False,True,#FCD5B5,,https://www.worldhistory.org/Ancient_Afghanistan/
South Asia,Afghanistan,487,Ancient Period,-2200,566,False,False,False,False,#FFFF99,,
South Asia,Afghanistan,487,Medieval Period,566,1502,False,False,False,False,#FFFF99,,
South Asia,Afghanistan,487,Modern Period,1502,2024,False,False,False,False,#FFFF99,,
South Asia,Afghanistan,489,Indus Valley Civilisation,-2200,-1800,False,False,False,False,#FDEADA,,https://www.worldhistory.org/Indus_Valley_Civilization/
South Asia,Afghanistan,489,Gandhara Kingdom,-1500,-534,False,False,False,False,#FDEADA,,https://www.worldhistory.org/Gandhara_Civilization/
South Asia,Afghanistan,489,Seleucid Empire,-312,-150,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Kushan Empire,-136,248,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Kidarite Kingdom,320,466,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Kabul Shahi,566,878,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Ghaznavids,964,1188,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Qarlughids,1224,1266,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Timurids,1370,1506,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Arghuns,1520,1592,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Hotak dynasty,1708,1738,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Durrani Empire,1748,1822,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Restoration of the Durrani Kingdom,1838,1842,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Kingdom of Afghanistan,1926,1972,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,489,Democratic Republic,1978,1982,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Oxus civilization,-2100,-1800,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Median Empire,-728,-550,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Macedonian Empire,-330,-312,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Maurya Empire,-304,-180,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Indo-Scythian Kingdom,-154,-80,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Indo-Parthian Kingdom,-20,50,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Sasanian Empire,230,652,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Tang China,660,668,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Zunbils,680,870,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Samanids,874,998,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Seljuks,1038,1194,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Khwarezmids,1216,1232,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Kartids,1246,1382,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Mughals,1502,1738,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Principality of Qandahar,1818,1854,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Saqqawist Emirate,1928,1930,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Republic,1972,1978,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,491,Islamic State,1982,1986,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Achaemenid Empire,-550,-330,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Greco-Bactrian Kingdom,-256,-124,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Alchon Huns,380,560,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Principality of Chaghaniyan 7th–8th centuries,618,774,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Tahirids,822,872,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Ghurids (before AD 879–1215),876,1216,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Mongol Invasion,1218,1226,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Ilkhanate,1256,1334,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Safavids,1510,1708,False,False,False,False,#B3B1A9,,
South Asia,Afghanistan,493,Sadozai Sultanate,1716,1732,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Afsharid Iran,1738,1748,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Emirate,1822,1926,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Daoud coup,1972,1974,False,False,False,False,#E6B9B8,,
South Asia,Afghanistan,493,Islamic Emirate,1986,1992,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,493,Islamic Emirate (reinstated) since 2021,2022,2024,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,495,Parthian Empire,-246,224,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,495,Hephthalite Empire,410,558,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,495,Rashidun Caliphate,652,662,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,495,Lawik,750,978,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,495,Chagatai Khanate,1226,1234,False,False,False,False,#FDEADA,,
South Asia,Afghanistan,495,First Anglo-Afghan War,1838,1842,False,False,False,False,#E6B9B8,,
South Asia,Afghanistan,495,Second Anglo-Afghan War,1878,1880,False,False,False,False,#E6B9B8,,
South Asia,Afghanistan,495,Third Anglo-Afghan War,1918,1920,False,False,False,False,#E6B9B8,,
South Asia,Afghanistan,495,Saur Revolution,1978,1980,False,False,False,False,#E6B9B8,,
South Asia,Afghanistan,495,Islamic Republic,1994,2022,False,False,False,False,#FDEADA,,
South Asia,Bhutan,497,Indo-Greek Kingdom,-180,-130,False,False,False,False,#FDEADA,,
South Asia,Bhutan,497,Nezak Huns,484,712,False,False,False,False,#FDEADA,,
South Asia,Bhutan,497,Abbasids,750,822,False,False,False,False,#FDEADA,,
South Asia,Bhutan,497,Saffarids,864,900,False,False,False,False,#FDEADA,,
South Asia,Bhutan,497,Soviet–Afghan War,1980,1990,False,False,False,False,#E6B9B8,,
South Asia,Bhutan,499,Umayyads,662,750,False,False,False,False,#FDEADA,,
South Asia,Bhutan,499,Interim/Transitional Administration,1992,1994,False,False,False,False,#FDEADA,,
South Asia,Bhutan,501,Tibetan Empire,660,842,False,False,False,False,#FDEADA,,
South Asia,Bhutan,505,Arrival of Buddhism in Bhutan,628,648,False,False,False,False,#FFC000,,
South Asia,Bhutan,505,Padmasambhava comes to Bhutan from India,746,748,False,False,False,False,#FFC000,"747 - Buddhist saint Padmasambhava, known as ""Guru Rimpoche"", comes to Bhutan from India at the invitation of Sindhu Raja of the Kingdom of Bumthang, one of the numerous kingdoms predating modern Bhutan.",
South Asia,Bhutan,505,11th century - Tibetan-Mongol forces occupy the whole of Bhutan,1026,1076,False,False,False,False,#FFC000,,
South Asia,Bhutan,505,Druk Desi - secular (administrative) rulers of Bhutan,1650,1904,False,False,False,False,#FFC000,"The Druk Desi (also called Deb Raja) was the title of the secular (administrative) rulers of Bhutan under the dual system of government between the seventeenth and nineteenth centuries. Under this system, government authority was divided among secular and religious administrations, both unified under the nominal authority of the Zhabdrung Rinpoche. Druk, meaning 'thunder dragon', refers symbolically to Bhutan, whose most ancient name is Druk-yul. Desi, meaning 'regent', was the chief secular office in the realm under this system of government. | The Bhutanese monarchy was established on 17 December 1907, unifying the country under the control of the Wangchuck dynasty, hereditary penlops (governors) of Trongsa district. The king of Bhutan, formally known as the Druk Gyalpo (""Dragon King""), also occupies the office of Druk Desi under the dual system of government. Since the enactment of the Constitution of 2008, the Druk Gyalpo has remained head of state, while the Prime Minister of Bhutan acts as executive and head of government in a parliamentary democracy under a constitutional monarchy.",
South Asia,Bhutan,505,"Kings of Bhutan (1907–present) formally known as the Druk Gyalpo (""Dragon King"")",1906,2024,False,False,False,False,#FFC000,,
South Asia,Bhutan,507,Third visit of Padmasambhava,808,810,False,False,False,False,#FFC000,Padmasanbhava also makes a second undated vist to Bhutan.,
South Asia,Bhutan,507,"Zhabdrung Rinpoche, founder of Bhutan",1604,1652,False,False,False,False,#CCC1DA,,
South Asia,Bhutan,507,Ugyen,1906,1926,False,False,False,False,,,
South Asia,Bhutan,507,Jigme Dorji,1952,1972,False,False,False,False,,,
South Asia,Bhutan,507,Jigme Khesar Namgyel (from 2006),2006,2024,False,False,False,False,,,
South Asia,Bhutan,509,Bhutan was founded and unified as a country by Ngawang Namgyal (mid 17th century),1636,1638,False,False,False,False,#FFC000,,
South Asia,Bhutan,509,"Cooch Behar first requests Bhutanese assistance in repelling Mughal Empire encroachments, establishing a dependent relationship with Bhutan",1730,1732,False,False,False,False,#FFC000,,
South Asia,Bhutan,509,Jigme,1926,1952,False,False,False,False,,,
South Asia,Bhutan,509,Jigme Singye,1972,2006,False,False,False,False,,,
South Asia,Bhutan,511,Shabdrung Ngawang Namgyal builds Simtokha Dzong at the entrance to Thimphu valley,1628,1630,False,False,False,False,#FFC000,,
South Asia,Bhutan,511,Bhutan invades Sikkim,1730,1732,False,False,False,False,#FFC000,,
South Asia,Bhutan,511,Duar War,1864,1866,False,False,False,False,#E6B9B8,"The Duar War 1864 Britain declares war on Bhutan. The Duar War lasts five months, resulting in Bhutan's defeat and cession of significant territory under the Treaty of Sinchula.",
South Asia,Bhutan,511,Slavery is abolished,1958,1960,False,False,False,False,#FFC000,,
South Asia,Bhutan,513,Punakha Dzon is established,1636,1638,False,False,False,False,#FFC000,"The Punakha Dzong, also known as Pungthang Dewa chhenbi Phodrang (meaning ""the palace of great happiness or bliss""), is the administrative centre of Punakha District in Punakha, Bhutan. Constructed by Ngawang Namgyal, 1st Zhabdrung Rinpoche, in 1637–38, it is the second oldest and second-largest dzong in Bhutan and one of its most majestic structures. The dzong houses the sacred relics of the southern Drukpa Lineage of the Kagyu school of Tibetan Buddhism, including the Rangjung Kharsapani and the sacred remains of Ngawang Namgyal and the tertön Pema Lingpa.",
South Asia,Bhutan,513,Bhutan invades Sikkim,1680,1682,False,False,False,False,#FFC000,,
South Asia,Bhutan,513,The Druk Desi signs a Treaty of Peace with the British East India Company,1774,1776,False,False,False,False,#FFC000,,
South Asia,Bhutan,513,India and Bhutan sign the Treaty of Peace and Friendship,1948,1950,False,False,False,False,#FFC000,,
South Asia,Maldives,515,Bhutan invades Sikkim,1700,1702,False,False,False,False,#FFC000,,
South Asia,Maldives,515,The capital is moved from Punakha to Thimphu,1966,1968,False,False,False,False,#FFC000,,
South Asia,Maldives,517,Bhutan joins the United Nations,1972,1974,False,False,False,False,#FFC000,,
South Asia,Maldives,519,The first foreign tourists are allowed to enter Bhutan,1974,1976,False,False,False,False,#FFC000,,
South Asia,Maldives,523,Ruling,1098,1112,False,False,False,False,#D7E4BD,,
South Asia,Maldives,523,Theemuge,1116,1388,False,False,False,False,#9BBB59,,
South Asia,Maldives,523,Portuguese establishe themselves in the Maldives,1558,1560,False,False,False,False,#E6B9B8,,
South Asia,Maldives,523,Utheemu,1632,1692,False,False,False,False,#9BBB59,,
South Asia,Maldives,523,Dhevvadhoo,1694,1702,False,False,False,False,#9BBB59,,
South Asia,Maldives,523,Dhiyamigili,1766,1774,False,False,False,False,#9BBB59,,
South Asia,Maldives,523,Maldives become a British protected area,1796,1798,False,False,False,False,#E6B9B8,,
South Asia,Maldives,523,First Republic,1952,1954,False,False,False,False,#F2DCDB,,
South Asia,Maldives,523,Second Republic (1968–present),1968,2024,False,False,False,False,#F2DCDB,,
South Asia,Maldives,525,Dynasties,1098,1112,False,False,False,False,#D7E4BD,,
South Asia,Maldives,525,Hilaalee,1388,1632,False,False,False,False,#9BBB59,,
South Asia,Maldives,525,Dutch colonize the islands,1658,1660,False,False,False,False,#E6B9B8,,
South Asia,Maldives,525,Hamawi,1692,1694,False,False,False,False,#9BBB59,,
South Asia,Maldives,525,Isdhoo,1702,1704,False,False,False,False,#9BBB59,,
South Asia,Maldives,525,Huraa (first),1758,1766,False,False,False,False,#9BBB59,,
South Asia,Maldives,525,Huraa (second),1774,1952,False,False,False,False,#9BBB59,,
South Asia,Maldives,525,Huraa (third),1954,1968,False,False,False,False,#9BBB59,,
South Asia,Maldives,527,Dhiyamigili,1704,1758,False,False,False,False,#9BBB59,,
South Asia,Maldives,527,Maldives officially becomes a British protected state,1886,1888,False,False,False,False,#E6B9B8,,
South Asia,Maldives,527,Maldives gaines independence from the United Kingdom,1964,1966,False,False,False,False,#E6B9B8,,
South Asia,Nepal,533,Ancient period,-3412,400,True,False,False,False,#A5B6CB,,
South Asia,Nepal,533,Classical period,400,1482,False,False,False,False,#A5B6CB,Also present during the Golden Age: Twenty-four Kingdoms (Chaubisi Rajya) Twenty-two Kingdoms (Baise Rajya),
South Asia,Nepal,533,Golden Age,1482,1558,False,False,False,False,#D2DBE5,,
South Asia,Nepal,533,Beginning of Modern period,1558,1824,False,False,False,False,#D2DBE5,,
South Asia,Nepal,533,end of Golden Age,1824,1826,False,False,False,False,#D2DBE5,,
South Asia,Nepal,535,Neolithic period (c.7600 – c.3300 BC),-3396,-3300,False,False,False,True,#B9CDE5,,
South Asia,Nepal,535,Iron Age (c.1200 – c.200 BC),-1200,-200,False,False,False,False,#B9CDE5,,
South Asia,Nepal,535,Licchavi Kingdom,400,750,False,False,False,False,#B9CDE5,,
South Asia,Nepal,535,Khas Malla Kingdom,954,1322,False,False,False,False,#B9CDE5,,
South Asia,Nepal,535,Kingdom of Lo,1380,1796,False,False,False,False,#B9CDE5,,
South Asia,Nepal,535,Rana dynasty,1846,1952,False,False,False,False,#B9CDE5,,
South Asia,Nepal,535,Panchayat,1960,1990,False,False,False,False,#B9CDE5,,
South Asia,Nepal,535,1st Nepalese Constituent Assembly,2008,2012,False,False,False,False,#B9CDE5,,
South Asia,Nepal,537,Bronze Age (c.3300 – c.1200 BC),-3300,-1200,False,False,False,False,#B9CDE5,,
South Asia,Nepal,537,Limbuwan tribal states (c. 580 BC – AD 1774),-580,1774,False,False,False,False,#D2DBE5,,
South Asia,Nepal,537,Sino-Nepalese War,1788,1792,False,False,False,False,#E6B9B8,,
South Asia,Nepal,537,Nepal–Tibet War,1854,1856,False,False,False,False,#E6B9B8,,
South Asia,Nepal,537,Nepalese revolution,1952,1954,False,False,False,False,#B9CDE5,,
South Asia,Nepal,537,Nepalese revolution,1990,1992,False,False,False,False,#B9CDE5,,
South Asia,Nepal,537,Constitution of Nepal,2016,2018,False,False,False,False,#B9CDE5,,
South Asia,Nepal,539,Videha Kingdom (c. 1100 BCE–c. 7th century BC),-1100,-644,False,False,False,False,#B9CDE5,,
South Asia,Nepal,539,Shakya Kingdom (c. 7th - 5th centuries BC),-624,-426,False,False,False,False,#B9CDE5,,
South Asia,Nepal,539,Thakuri dynasty,600,1200,False,False,False,False,#B9CDE5,,
South Asia,Nepal,539,Malla Dynasty (c. 1201 – 1769),1202,1768,False,False,False,False,#B9CDE5,,
South Asia,Nepal,539,Battle of Khurbura,1804,1806,False,False,False,False,#E6B9B8,,
South Asia,Nepal,539,Delhi Accord,1952,1954,False,False,False,False,#B9CDE5,,
South Asia,Nepal,539,Nepalese Civil War,1996,2006,False,False,False,False,#E6B9B8,,
South Asia,Nepal,541,Soma dynasty,204,304,False,False,False,False,#B9CDE5,,
South Asia,Nepal,541,Katyuri kings,700,1064,False,False,False,False,#D2DBE5,,
